otuId	R.101	R.103	R.112	R.113	R.14	R.16	R.21	R.24	R.243	R.245	R.246	R.247	R.24G	R.25	R.252	R.253	R.260	R.27	R.313	R.36	R.4	R.416	R.418	R.419	R.41B	R.41D	R.42	R.420	R.424	R.488	R.50	R.512	R.513	R.514	R.517	R.524	R.526	R.527	R.534	R.542	R.55	R.558	R.56	R.563	R.565	R.566	R.567	R.569C	R.569Z	R.57	R.570	R.571	R.575	R.577	R.578	R.579	R.58	R.585	R.585T	R.59	R.6	R.60	R.600	R.61	R.67	R.69	R.72	R.74	R.76	R.79	R.82	R.87	R.88	R.9	R.90	R.91	R.93	R.94	R.B001	R.B002	R.B003	R.B583
OTU_13493	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.57E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_13500	5.14E-05	0	2.57E-05	2.57E-05	0	0	0	0	0	7.71E-05	0	0	0	2.57E-05	0	0	0	5.14E-05	0	2.57E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.57E-05	0	0	7.71E-05	0	0	0	0	0	0	0	0	2.57E-05	0	0	0	5.14E-05	0	0	0	0	0	0	0	2.57E-05	0	2.57E-05	0	0	0	0	0	0	2.57E-05	0	0	0	0	2.57E-05	0.000102796	0	0	0	0	5.14E-05	0	0
OTU_13512	0	0	0	0	0	0	0	0	2.57E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.57E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.14E-05	0	0	0	0	0	0	0	0	0	0	0	2.57E-05	0	0	0	0	0	0	0	0
OTU_13521	0	0	0	0	0	0	0	0	0	7.71E-05	0	0	0	0	0	0	0	0	2.57E-05	2.57E-05	0	0	0	0	0	0	7.71E-05	0	0	0	0	0	0	0	0	2.57E-05	0	0	2.57E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.14E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.57E-05	0
OTU_13527	0	0	0	0	0	2.57E-05	0	0	5.14E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.57E-05	0	2.57E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.57E-05	0	0	0	0	0	0	0	0	0	0	0	0	5.14E-05	0	0	0	0	0	0	0	2.57E-05	0	0	0	2.57E-05	0	0	0	0	0	0	0	0	2.57E-05
OTU_13533	0	0	2.57E-05	0	0.000231291	0	0	2.57E-05	0	0	5.14E-05	0	2.57E-05	0.000102796	0.000462582	0	2.57E-05	7.71E-05	0	0	7.71E-05	0.00105366	5.14E-05	0	0	0	5.14E-05	0	0	0	5.14E-05	7.71E-05	0.000102796	0	2.57E-05	0	0	0	2.57E-05	0	2.57E-05	0.001233553	0	0	2.57E-05	2.57E-05	7.71E-05	0.000154194	0.000154194	7.71E-05	0	2.57E-05	0	0	0	2.57E-05	0	0	2.57E-05	0	0.000179893	0	2.57E-05	0.000102796	0.000102796	0	0	0.000334087	0.000128495	2.57E-05	0.000179893	0	0	2.57E-05	5.14E-05	0	0	0	0.000154194	0.000102796	7.71E-05	0
OTU_13554	0	0	0	0	0	0	0	0	0	2.57E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.14E-05	0	0	0	2.57E-05	0	0	7.71E-05	0	0	2.57E-05	0	0	0	0	0	0.000308388	2.57E-05	0	0	0	0	2.57E-05	0.000102796	0	0	0	0	0	0	0	0	0	2.57E-05	0	0	2.57E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_13558	0	0	0	0	0	0	0	0	0	0	0	0.000154194	0	0	0	0	0	0	0	0	7.71E-05	0	0	0	2.57E-05	0	0	0	0	0	0	0	0	0	0.000102796	0	2.57E-05	0	0	0.000231291	0	0	0	0	0	0	0	0.000231291	0	0	0	0.000359786	0	0	0	0	0	0	2.57E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000205592	0	0	0
OTU_13562	7.71E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.71E-05	7.71E-05	0	0	0	0	0	0	0	5.14E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000539679	0	0	2.57E-05	0	0	0	5.14E-05	0	0	0	0	0	0	0	2.57E-05	0	0	0	0	0	0	0	0	0
OTU_13565	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_13568	0.000205592	0	2.57E-05	5.14E-05	0	0	5.14E-05	0	2.57E-05	0	0.000745271	0.000179893	0	0.000385485	0.001105058	7.71E-05	0.000128495	5.14E-05	0.000539679	0.000308388	0	0	5.14E-05	0	0	0	0.000154194	0.000154194	0.000282689	0	7.71E-05	0	0	0	0	0	0	0	0.000179893	0.001105058	0	5.14E-05	0.000950863	0	0	0	0.004086143	0.000462582	0.000616776	0.000436883	0	0	0	0	0	0.00025699	0	0.000616776	2.57E-05	0	2.57E-05	0.002569901	0	0	2.57E-05	0	0	7.71E-05	0.000205592	2.57E-05	0.001233553	0.000334087	0.000102796	0	0.001773232	0.000128495	0.000205592	0	0.000385485	0.001516242	0.000334087	0.00051398
OTU_13569	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.57E-05	0	0	2.57E-05	0	0	0.000128495	0	0	0	0	0	0	0	0	0	0	0	0	5.14E-05	0	0	7.71E-05	0	0	0	0	2.57E-05	2.57E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.14E-05	0	0	0	0	0	7.71E-05	7.71E-05	0	0
OTU_13586	0	0	5.14E-05	0	0	0	0	0	0	7.71E-05	0	0	0	2.57E-05	0	0	0	0	0	0	0	0	2.57E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.57E-05	0	0	0	0	0	0	0	0	0	0	0	0	2.57E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.57E-05	0	0	0	0	0	0
OTU_13592	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.57E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_13594	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000128495	0	0	0	0	0	0	0	0	2.57E-05	0	0	0	0	0	0	0	0	0	0	2.57E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.57E-05	5.14E-05	0	2.57E-05	0	0
OTU_13598	0	0	0	5.14E-05	5.14E-05	0	0	0	0.000128495	2.57E-05	2.57E-05	0	0	0	0	2.57E-05	0	5.14E-05	0	0.000154194	0	0	0	0	0	2.57E-05	2.57E-05	0	0	0	0	0	0	0	0	0	2.57E-05	0	7.71E-05	0	0	0	0	5.14E-05	0	0	7.71E-05	2.57E-05	2.57E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.57E-05	2.57E-05	0	0	2.57E-05	0	0	0	0	0	0	0	0	2.57E-05	0	0	5.14E-05	0
OTU_13602	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.57E-05	0	0	0	2.57E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.57E-05	0	0	7.71E-05	0	0	7.71E-05	0	2.57E-05	0	0	0	0	0	0	2.57E-05	0	0	0	0	0	0	0	0	0	0	0	2.57E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	5.14E-05	0	0	0	0	2.57E-05	0	0
OTU_13605	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.57E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.14E-05	2.57E-05	7.71E-05	0	0	0	0	0	7.71E-05	0	5.14E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.14E-05	0
OTU_13606	0	0	0	2.57E-05	0	0	2.57E-05	0	0	0.000179893	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.14E-05	0	0	0	0	0	0	0	2.57E-05	0	0	0	0	0	5.14E-05	0	0	0	0	2.57E-05	0	0	0	2.57E-05	0	0	0	2.57E-05	0	0	0	0	2.57E-05	0	0	0	2.57E-05	0	2.57E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	2.57E-05	0
OTU_13612	0.000205592	5.14E-05	0.000128495	0.000308388	5.14E-05	2.57E-05	0.000205592	0	0.000128495	0.000102796	0.000308388	0.00025699	0.000128495	0.000925164	0.000591077	0.000154194	0	0.000205592	0.001978824	0	7.71E-05	2.57E-05	7.71E-05	0.000128495	0	2.57E-05	0.000616776	0.000668174	0.000102796	0	5.14E-05	0.000128495	0	0	0	0.002544202	0.000205592	0	0.001233553	0.000102796	7.71E-05	0	0.000231291	5.14E-05	0	5.14E-05	0.000565378	5.14E-05	0.00025699	0.000231291	0	5.14E-05	0.000128495	5.14E-05	0.00025699	0.00025699	0	0.000308388	0.00077097	0.000308388	0.000565378	0.000179893	2.57E-05	2.57E-05	0.000128495	2.57E-05	2.57E-05	0.000231291	7.71E-05	2.57E-05	0.000796669	0.001079359	0.001105058	0.00025699	0.000282689	0.000848067	0.001027961	2.57E-05	0.000565378	0.000308388	0.002415707	0.00938014
OTU_13616	0.000102796	0	0	2.57E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	2.57E-05	0	0	0	0	0	0	0	2.57E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	2.57E-05	0	0	0	0	0	0	0	0	2.57E-05	0	0	0	0	0	0	0	0	0	2.57E-05	0	0	0	0	0	0	0	0	0	2.57E-05	2.57E-05	0	0	0	0	0	2.57E-05	2.57E-05	0	0	0	2.57E-05	0
OTU_13622	0	2.57E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.14E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_13632	0	0	0	0	0	0	0	0	0	2.57E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.57E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.57E-05	0	0	0	0	0	0	0	0	0	0	0	2.57E-05	0	0	0	0	0	0	0	0	0	0	0	5.14E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_13656	0	0	2.57E-05	2.57E-05	0	0	0	0	0.000796669	0.000334087	2.57E-05	0	0	0	5.14E-05	0	0	5.14E-05	2.57E-05	0	0	0	0	0	0	0	0.000128495	0	2.57E-05	2.57E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	2.57E-05	0	2.57E-05	0.000282689	5.14E-05	7.71E-05	0	0	7.71E-05	0	0	0	0	0	0	5.14E-05	2.57E-05	0	0	0	0	0	0	0	0	0	0	2.57E-05	0	0.000668174	0	0.000539679	5.14E-05	0	7.71E-05	0.00025699	0.000462582	0	0.000591077
OTU_13658	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.57E-05	0	0	0	0	0	0	0	5.14E-05	0	0	0	0	0	0	0	0	0	0	0	2.57E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.57E-05	0	0	0	0	0	0	0
OTU_13667	0.000154194	0	2.57E-05	0.000231291	0	0	5.14E-05	0	0.000179893	0.000179893	0	0	0	0.000205592	0.000154194	0	0	2.57E-05	0	0	0	0	0	2.57E-05	0	5.14E-05	0.000102796	0	0	0	0	0	0	0	0	0.000231291	0	0	5.14E-05	2.57E-05	2.57E-05	7.71E-05	0	0	2.57E-05	0	0	0	7.71E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000102796	0	0	5.14E-05	0	0	0	0	0	2.57E-05	0	2.57E-05	2.57E-05	0
OTU_13668	0	0	0	2.57E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.57E-05	0	0	0	0	0	0	0	0	0	5.14E-05	0	0	0	2.57E-05	0	0	0	0	0	0	0	2.57E-05	0	0	0	0	0	0	0	0	0	0	5.14E-05	2.57E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000128495	0	0	0	0	0	0
OTU_13673	0	0	0	2.57E-05	0	2.57E-05	0	0	0	5.14E-05	5.14E-05	0.000154194	0	0	5.14E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.57E-05	0	2.57E-05	0	2.57E-05	0	0	0	0	0	0	0	0	0	5.14E-05	2.57E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	5.14E-05	2.57E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_13674	0	0	0	2.57E-05	0	0	0	0	0	0	0	2.57E-05	0	0	5.14E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.57E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.57E-05	0	0	0	0	0	0	2.57E-05	0	0	0	0	0	0
OTU_13675	0	0	2.57E-05	0	0	0	0	0	0	0	2.57E-05	5.14E-05	0	0	0	0.000154194	0	0	0	0	0	0.000102796	0.001336349	0	0	0	0	0	2.57E-05	0	0	0	0	0	0	2.57E-05	0	0	2.57E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.57E-05	0	0	0	0	0	0	0	2.57E-05	0	2.57E-05	0	0	0	2.57E-05	0	0	2.57E-05	0	0
OTU_13677	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.14E-05	0	0	5.14E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.57E-05	0	0	0	0
OTU_13679	2.57E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.57E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000102796	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.57E-05	2.57E-05	0	0	0	0	0	0	0	0	0	0	0
OTU_13688	2.57E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	2.57E-05	5.14E-05	0	5.14E-05	0.000745271	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.57E-05	0	0	0	0	0	0	0	0	2.57E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_13692	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000179893	0	0	0	0	0	0	0	0	0	0	0	0	0.000102796	0	2.57E-05	0	0	0	7.71E-05	0	0	0	0	0	0	0	0	0	5.14E-05	0	0	0	0	0	0	0	0	0	0	0	0	2.57E-05	0	0	0
OTU_13708	0	5.14E-05	0	0	2.57E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.71E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.57E-05	0	0	0	0.000231291	0	0	0	0	0	0	0	0	0	0	0	2.57E-05	5.14E-05	0	0	0	0.000128495	5.14E-05	0	0	0	0	0	0	0	0	0	0	0	0.000282689	0	0	0	0	0	0
OTU_13718	2.57E-05	0	5.14E-05	0.00025699	2.57E-05	2.57E-05	0.000334087	0	0.000282689	0	0	5.14E-05	0	5.14E-05	0	0	0	0.000102796	2.57E-05	5.14E-05	0	0	0	0.000154194	0	0	0.000359786	5.14E-05	0	0	0	0	0	0	0	0.00025699	0	2.57E-05	0.000102796	7.71E-05	5.14E-05	5.14E-05	0.000205592	0	0	0	0	2.57E-05	0.00025699	5.14E-05	0	0	0	0	0	5.14E-05	7.71E-05	0	0.000231291	0	0	0	0	2.57E-05	0	2.57E-05	2.57E-05	2.57E-05	0	0	0	2.57E-05	0	7.71E-05	0	0	0	2.57E-05	7.71E-05	5.14E-05	0.000154194	2.57E-05
OTU_13726	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.57E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.57E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_13728	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.57E-05	0	0	2.57E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.57E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_13736	0	0	0	0	0	0	0	0	0	2.57E-05	0	0	0	0	2.57E-05	0	0	0	2.57E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.57E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.57E-05	0	0	0	0	0	0	0	0	0	0	0	0	5.14E-05
OTU_13737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.57E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.57E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_13738	0	0	0	0	0	0	0	0	0	0	7.71E-05	0	0	0.00025699	2.57E-05	2.57E-05	0	5.14E-05	0	0	0	0	0	0	0	0.000154194	0	2.57E-05	0	0	0	0	7.71E-05	0	0	5.14E-05	5.14E-05	0	0	0	0	5.14E-05	0	2.57E-05	2.57E-05	2.57E-05	5.14E-05	5.14E-05	0.000154194	0	0	5.14E-05	0	0	5.14E-05	0	0	0	0.000102796	0	0	0	0	5.14E-05	2.57E-05	0	0	2.57E-05	2.57E-05	2.57E-05	0	0	0	0	5.14E-05	0	0	0	0	2.57E-05	5.14E-05	0
OTU_13742	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000154194	0	0	0	0	0	0	0	0	5.14E-05	0	0	0	0	0	0	0	5.14E-05	0	0	2.57E-05	0	0	2.57E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_13755	0	0	0	0	0	0	0	0	0	0	2.57E-05	0	0	0	0	0	0	0	0	5.14E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.57E-05	0	0	0	2.57E-05	0	0	0	0	0	5.14E-05	0	0	0	0	0	0	0.000205592	0	0	0	0	0	0	0	0	0	2.57E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_13758	0.001130757	0.000308388	0.001644737	0.004548725	0.000128495	5.14E-05	0.00025699	7.71E-05	0.000308388	2.57E-05	0.001002262	0.001105058	0.000668174	0.001593339	0.000334087	0.000539679	0.000179893	0.000334087	0.000128495	0.003957648	5.14E-05	0	0	0.001516242	0.001079359	0.000102796	0.000719572	0.000359786	0.000565378	0	0.000102796	0.000154194	7.71E-05	5.14E-05	0	0.00077097	0	0.000693873	0.000668174	0.000205592	5.14E-05	0.000179893	0.001105058	0	7.71E-05	0	0.001156456	0.000102796	0.001413446	0.000154194	5.14E-05	7.71E-05	7.71E-05	5.14E-05	0.000179893	0.003058183	5.14E-05	0.000308388	0.000436883	0.00025699	0.000308388	7.71E-05	0	0	0.000102796	0.000128495	0.000334087	0.000719572	7.71E-05	0.000128495	0.008095189	0.003597862	0.001619038	7.71E-05	0.002903988	0.000308388	0.00131065	0.001027961	0.000668174	2.57E-05	0.005499589	0.002055921
OTU_13761	7.71E-05	0	0	2.57E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	2.57E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.14E-05	0	0	0	0	0	0	0	0	0	0	0	0	2.57E-05	2.57E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.57E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000231291	0	0
OTU_13762	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.14E-05	0	0	0	0	0	0	0	0	2.57E-05	0	0	0	0	2.57E-05	0	0	0	0	0	0	0	5.14E-05	0	0	0.000411184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.57E-05	0	2.57E-05	2.57E-05	0	0	0	0	2.57E-05	0.000128495	0	0
OTU_13763	5.14E-05	0	2.57E-05	0	2.57E-05	2.57E-05	0.00025699	0	5.14E-05	2.57E-05	0.000205592	0.000128495	0	0	0.000128495	0	0	0.000128495	2.57E-05	0	0.000179893	0	0	2.57E-05	2.57E-05	0	5.14E-05	0.000282689	7.71E-05	0	0	0	5.14E-05	0	0	2.57E-05	0	0	0	0	5.14E-05	5.14E-05	2.57E-05	0	0	0	5.14E-05	0	5.14E-05	0.00025699	0.000102796	0	0	0	0	2.57E-05	0	0	7.71E-05	0	2.57E-05	0.000102796	7.71E-05	0.000154194	0.000102796	2.57E-05	5.14E-05	5.14E-05	0	0	0	0	0.000128495	5.14E-05	0.000693873	5.14E-05	0	0	7.71E-05	5.14E-05	0.001619038	7.71E-05
OTU_13767	0.000154194	0.000179893	0.004523026	0.000359786	0.000102796	5.14E-05	0.000154194	2.57E-05	2.57E-05	0.000642475	0.000128495	2.57E-05	0	2.57E-05	0	0.000128495	0	0.000334087	0	0.000822368	2.57E-05	0	0	5.14E-05	0.000308388	0.000128495	7.71E-05	0.000128495	0	5.14E-05	2.57E-05	7.71E-05	0.00025699	0	5.14E-05	2.57E-05	0.000128495	0	0	0.00624486	7.71E-05	2.57E-05	5.14E-05	0.000102796	0	5.14E-05	0.000334087	0.000591077	0.000282689	0.000205592	7.71E-05	0.000873766	0	0	0	0.000102796	2.57E-05	5.14E-05	2.57E-05	0	0.000102796	0	0	5.14E-05	2.57E-05	7.71E-05	0.000102796	0	7.71E-05	0.000205592	0	2.57E-05	0.000282689	0.000154194	0.000128495	5.14E-05	7.71E-05	0.000128495	0.000565378	0.001773232	2.57E-05	0.000231291
OTU_13772	2.57E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.57E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.57E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_13776	0	0	0	0	0	0	0	0	2.57E-05	0	0	0	0	0	0	0	0	0	0	2.57E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.57E-05	0	0	0	0	0	0
OTU_13779	5.14E-05	0	7.71E-05	7.71E-05	0.000128495	5.14E-05	0	0	2.57E-05	7.71E-05	0	0	0	0	0	5.14E-05	0	0	0	5.14E-05	0	0	0	0	5.14E-05	2.57E-05	0	0	0	0	0	5.14E-05	0	2.57E-05	0	7.71E-05	0	0	2.57E-05	5.14E-05	0	0	0	0	0	0	2.57E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000205592	0	7.71E-05	0	0	0	0	0	0	0	0	0	0	0	0	7.71E-05	2.57E-05	0	0	0	0	0
OTU_13787	2.57E-05	0	0	0	0	0	0	2.57E-05	0	0	5.14E-05	0	5.14E-05	0	0	5.14E-05	0	0	0	2.57E-05	0	0	0	0	2.57E-05	0	0	5.14E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000102796	0	0	0	0	0	0	0	5.14E-05	0	0	0	0	0	0	0	0	0	0	0	2.57E-05	0	0	0	0	0	0	0	0	0	0	2.57E-05	0	2.57E-05	0	5.14E-05	2.57E-05	0	0	0.000154194	5.14E-05
OTU_13792	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.57E-05	0	0.000179893	0	0	0	0	0	0	0	0	0	0	0	5.14E-05	0	0	0	0	2.57E-05	0	0	0	7.71E-05	0.000693873	0	0	5.14E-05	0	0	0	0	0	0	0	0	0.000154194	0	0	0	0	0	5.14E-05	0	0	0	0	2.57E-05	0	0	0	0	0	5.14E-05	0	0	0	0	5.14E-05	0	0	0	0	0	0	0	0
OTU_13794	0	0	0	0	0	0	0	0	0	0	0	0	0	2.57E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.57E-05	0	0	0	0	0	0
OTU_13797	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.71E-05	0	0	0	0	0	0	0	2.57E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.57E-05	0	0	0	2.57E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.71E-05	0	0	5.14E-05
OTU_13802	0	0	0	0	0	0	2.57E-05	0	0	0	0	0	0	0	0	0	0	0	0	2.57E-05	0	0	0	0	0	0	0	0	0.000154194	0	0	0	0	0	0	0	2.57E-05	0	0	0	0	0	0	2.57E-05	0	0	0	0	0	0	0	0	0	0	0	0	2.57E-05	0	0	0	0	0	0	0	0	5.14E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
