otuId	R.101	R.103	R.112	R.113	R.14	R.16	R.21	R.24	R.243	R.245	R.246	R.247	R.24G	R.25	R.252	R.253	R.260	R.27	R.313	R.36	R.4	R.416	R.418	R.419	R.41B	R.41D	R.42	R.420	R.424	R.488	R.50	R.512	R.513	R.514	R.517	R.524	R.526	R.527	R.534	R.542	R.55	R.558	R.56	R.563	R.565	R.566	R.567	R.569C	R.569Z	R.57	R.570	R.571	R.575	R.577	R.578	R.579	R.58	R.585	R.585T	R.59	R.6	R.60	R.600	R.61	R.67	R.69	R.72	R.74	R.76	R.79	R.82	R.87	R.88	R.9	R.90	R.91	R.93	R.94	R.B001	R.B002	R.B003	R.B583
OTU_1	0	0	0	0	0.000179893	0.000282689	0	0.000282689	0	0	0	0	0.000334087	0	5.14E-05	0	0	0	0	0	0	0	0	0.000668174	0	0	0	0	0	0.000822368	0.001130757	0.000334087	0.00105366	0.000591077	0.000848067	0	0	0.000796669	0	0	0.000539679	0.000359786	0	0.000462582	0.000616776	0.000668174	0	0	0	2.57E-05	0.000873766	0.000385485	0.000873766	0.000719572	0.000436883	0	0.00025699	0.000154194	0.000642475	0.000411184	0	0	0.000899465	0.000154194	0	0	0.000334087	0.000179893	0	0.000308388	5.14E-05	0	0	0	0	0	0	0	0	0	0	0
OTU_3	0	0	0	0	0	0	0	2.57E-05	0	0	7.71E-05	0	0	2.57E-05	0	0	0	0	0	0	0	2.57E-05	0	0	2.57E-05	0	0	0.000102796	2.57E-05	0	0	0	7.71E-05	2.57E-05	2.57E-05	0	0	0	0	0	5.14E-05	0	7.71E-05	0	0	0	5.14E-05	0	0	0	0	0	0	0	0	0	0	0.000128495	0	2.57E-05	0	0.000462582	0	2.57E-05	0	2.57E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	5.14E-05	0	0
OTU_4	0	0	0	0	0	2.57E-05	0	0	2.57E-05	2.57E-05	0	2.57E-05	0	0	0.000102796	0	0	7.71E-05	2.57E-05	0	0	0	0	2.57E-05	0	0	2.57E-05	2.57E-05	0	0	0	0	0	0	0	2.57E-05	0	0	0	0	2.57E-05	0	0	2.57E-05	0	0	5.14E-05	0	2.57E-05	0	0	0	0	0	0	0	0	5.14E-05	0	0	0	0	0	0	5.14E-05	2.57E-05	2.57E-05	0	0	0	0	0	0	2.57E-05	0	0	0	0	0	0.000128495	5.14E-05	2.57E-05
OTU_6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.57E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.57E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.57E-05	0	0
OTU_10	2.57E-05	0	0.000205592	0.000128495	0	0	0.000385485	0	2.57E-05	0.000205592	5.14E-05	0.000128495	0	7.71E-05	0	0	0	2.57E-05	0.000359786	0.000102796	0	0	0	0	0	0	5.14E-05	0.000102796	5.14E-05	0	0	0	0	0	0	0.000719572	0	2.57E-05	0.000591077	7.71E-05	0	0	0	0	0	0	0.001696135	0	0.000925164	2.57E-05	0	0	7.71E-05	0	0	0.000179893	0	0.000154194	0.000128495	0	2.57E-05	0.000179893	0	0	0	0	7.71E-05	0	0	0	0	0.000205592	0	0	0.000128495	5.14E-05	0	2.57E-05	0	0.000539679	0.001130757	2.57E-05
OTU_11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.14E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.57E-05	0	0	0	0	0	0	0	0	5.14E-05	0	0	0
OTU_12	0	0	5.14E-05	2.57E-05	0	0	0	0	2.57E-05	0	0	0	0	0	0	0	0	0	0	5.14E-05	0	0	0	0	0	0	5.14E-05	0	0	0	0	0	0	2.57E-05	0	5.14E-05	0	0	2.57E-05	0	0	2.57E-05	0	0	0	0	0	0	0.000102796	0	0	0	0	0	0	0	0	0	0	0	2.57E-05	0	0	0	0	0	0	0	0	0	0	2.57E-05	0	0	0	0	2.57E-05	5.14E-05	0	0	7.71E-05	0
OTU_13	0	0	0	0	2.57E-05	0	2.57E-05	0	0	0	2.57E-05	2.57E-05	0	2.57E-05	7.71E-05	0	0	2.57E-05	0	5.14E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.14E-05	0	0	2.57E-05	2.57E-05	0	0	0	0	0	2.57E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.57E-05	5.14E-05	2.57E-05	0	0	2.57E-05	2.57E-05	0	0	0	2.57E-05	2.57E-05
OTU_14	0	0	0	2.57E-05	2.57E-05	2.57E-05	0	2.57E-05	2.57E-05	2.57E-05	5.14E-05	5.14E-05	5.14E-05	7.71E-05	0.00025699	0	0	7.71E-05	5.14E-05	0	0	0	0	0	0	0	0	5.14E-05	2.57E-05	0	0	0	0	0	0	0.000154194	2.57E-05	0	0.000154194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.71E-05	2.57E-05	0	2.57E-05	0	2.57E-05	0	0	0	0	0	0	2.57E-05	0	0	0	2.57E-05	0	0.000154194	5.14E-05	2.57E-05	5.14E-05	0.000282689	0	0	0	0.000102796	0.00025699
OTU_15	0.000436883	0	0	2.57E-05	0	0	0	0	0.000282689	0	2.57E-05	5.14E-05	5.14E-05	7.71E-05	5.14E-05	2.57E-05	0	0	0.000102796	0	0	0	0	2.57E-05	0	2.57E-05	0	0	0	0	0	0	0	0	0	2.57E-05	0	0	7.71E-05	0	0	0	0	0	0	0	2.57E-05	0	0.000102796	0	0	0	0	0	0	0	0	0	0	0	0	2.57E-05	0	0	0	0	0	2.57E-05	0	5.14E-05	0	0.000128495	0.000102796	0	0.000616776	2.57E-05	7.71E-05	0	5.14E-05	0	0.000231291	0.000102796
OTU_16	0	0	0	0	0	0	0	0	2.57E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.14E-05	2.57E-05	0	0	0	0	0	0	0	0	2.57E-05	0	2.57E-05	0	0	0	0	0	0	0	0	0	0	2.57E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.14E-05	0	0	0	0
OTU_17	0.007838199	0.00156764	0.011898643	0.003803454	0.002492804	0.001182155	0.027986225	0.001490543	0.007966694	0.009560033	0.003417969	0.002646998	0.000822368	0.000950863	0.009046053	0.000642475	0.000179893	0.005011308	0.007761102	0.004934211	0.002775493	0.000848067	0.003186678	0.00077097	0.003854852	0.00182463	0.015470806	0.007375617	0.001516242	0.000205592	0.000436883	0.000745271	0.000848067	0.000308388	0.000745271	0.002261513	0.004240337	0.000591077	0.005114104	0.002492804	0.002287212	0.000950863	0.004702919	0.000179893	0.00051398	0.001413446	0.002312911	0.00156764	0.003546464	0.024876645	0.000128495	0.000719572	0.000822368	0.000385485	0.000154194	0.003829153	0.005525288	0.000925164	0.000565378	0.000950863	0.007915296	0.000411184	0.000719572	0.004317434	0.009996916	0.004343133	0.008300781	0.001413446	0.005191201	0.001721834	0.003160979	0.02004523	0.00416324	0.01120477	0.036055715	0.0025956	0.002158717	0.001439145	0.004009046	0.002364309	0.001284951	0.001644737
OTU_20	2.57E-05	0	0	0	0	7.71E-05	0	0	0	0	0	0	0	0	0	7.71E-05	0	0	0	0	0	0	0	2.57E-05	0	0	0	2.57E-05	0	0	0	0	0	2.57E-05	0	2.57E-05	0	0	0	0	0	0	0	0	0	0	7.71E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.57E-05	0	0	0	0	0	0
OTU_22	0.000154194	0	0.003777755	0.006681743	0.000154194	0	2.57E-05	0	0.000154194	0.007940995	0.000154194	0.000642475	0	0.004574424	5.14E-05	7.71E-05	2.57E-05	0.000334087	0.000668174	0.000385485	2.57E-05	0	0.000154194	5.14E-05	0.000102796	5.14E-05	0.000899465	2.57E-05	0.00025699	2.57E-05	2.57E-05	0.00025699	7.71E-05	0	0.00105366	0.002158717	2.57E-05	0.000205592	0.001901727	0.000822368	7.71E-05	0.000154194	0.003006785	7.71E-05	0	0	0.013903166	0.003315173	0.007940995	0.001130757	0.000411184	0.000179893	0.000128495	0.000179893	7.71E-05	0.002133018	0	0.001541941	0.001233553	7.71E-05	0.001130757	0.000154194	2.57E-05	0	5.14E-05	0.000154194	0.001773232	7.71E-05	0.000128495	7.71E-05	7.71E-05	0.003212377	0	0.001002262	0.001130757	0.000179893	0.000102796	0	0.002441406	0.016498766	0.006964433	0.000231291
OTU_24	5.14E-05	0	0	2.57E-05	0	0	0	0	0	2.57E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.14E-05	0	0	0	0	0	5.14E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.57E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_25	0	0	7.71E-05	0	2.57E-05	0	0	0	2.57E-05	7.71E-05	0	0	0	2.57E-05	0	0	0	0	7.71E-05	2.57E-05	0	0	5.14E-05	0	2.57E-05	0	2.57E-05	0	2.57E-05	0	2.57E-05	0	0	0	0	7.71E-05	0	0	5.14E-05	0	0	0	0	0	0	0	0.000488281	0	2.57E-05	0	0	0	0	0	0	0	0	2.57E-05	0	0	7.71E-05	0	0	0	0	0	0	0	0	0	0	0.000154194	0	0	0	5.14E-05	5.14E-05	0	2.57E-05	2.57E-05	0.000205592	5.14E-05
OTU_27	0.002235814	0	0.000436883	0.000745271	5.14E-05	5.14E-05	0	5.14E-05	7.71E-05	2.57E-05	0	7.71E-05	0	0.000359786	0.000693873	0.00131065	2.57E-05	0.000231291	5.14E-05	0.000385485	0	0	0	2.57E-05	0.000128495	0.000796669	5.14E-05	0.000282689	0	0	0	2.57E-05	2.57E-05	0	0	0.000873766	0	5.14E-05	0.000334087	7.71E-05	0	2.57E-05	0.000102796	0	0	0	0.000154194	0	0.000128495	0.00025699	0.000154194	2.57E-05	7.71E-05	5.14E-05	5.14E-05	5.14E-05	0	0.000102796	0.000102796	7.71E-05	0.000231291	7.71E-05	0	0	0	0	0.000179893	0.000102796	0.000462582	0.000179893	0.000308388	0.000488281	2.57E-05	0	7.71E-05	0.00025699	0.000282689	0.000231291	0.000154194	0	0.00077097	0.000102796
OTU_29	5.14E-05	0	0.000102796	0.000231291	0	0	7.71E-05	0	2.57E-05	0.000154194	5.14E-05	0.000102796	0	2.57E-05	0	5.14E-05	0	2.57E-05	2.57E-05	0.000154194	0	0	0	0	2.57E-05	0	0.000128495	0.000102796	7.71E-05	0	0	0	0	0	2.57E-05	2.57E-05	7.71E-05	0	2.57E-05	5.14E-05	0	0	0	0	0	0	0.000154194	0.000128495	0.000488281	0	0	2.57E-05	0	0	0	0.000334087	0	0	0	0	0	2.57E-05	0	0	0	0	0	0	0	2.57E-05	0	7.71E-05	0	2.57E-05	0	2.57E-05	0	0	5.14E-05	0.000282689	0.000282689	0
OTU_31	0	0	0.000102796	5.14E-05	0	0	0	0	2.57E-05	0	2.57E-05	0	0	2.57E-05	2.57E-05	0	0	5.14E-05	0	5.14E-05	0	0	0	0	0	2.57E-05	0	0	0	0	0	0	0	0	0	2.57E-05	0	0	0.000102796	0	0	2.57E-05	0	0	0	0	0.00025699	0	0.000128495	0	0	0	2.57E-05	0	0	0	0	2.57E-05	0	0	0.000102796	7.71E-05	0	0	0	0	2.57E-05	0	0	0	0	7.71E-05	0	0	2.57E-05	2.57E-05	0	0	0	2.57E-05	2.57E-05	2.57E-05
OTU_32	0	0	0	0	0	0	0.000102796	0	0	0	0	0	0	0	2.57E-05	0	0	2.57E-05	0	0	0	0	0	0	0	0	0	2.57E-05	5.14E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.14E-05	0	0	0	0	0	0	2.57E-05	0	0	0	0	0	0	2.57E-05	2.57E-05	0	0
OTU_33	0	0	0.000128495	2.57E-05	2.57E-05	0	0	0	0	0	0	0	0	0	0	0	2.57E-05	0	0	7.71E-05	0	0	0	0	0	0	5.14E-05	0	0	0	0	5.14E-05	0	0	2.57E-05	0.000179893	7.71E-05	0	2.57E-05	0.000102796	0	5.14E-05	5.14E-05	0	0	7.71E-05	0.000308388	0.000128495	0.000154194	0	5.14E-05	2.57E-05	0	5.14E-05	0	0.000231291	0	0.000128495	0	0	2.57E-05	5.14E-05	2.57E-05	2.57E-05	0	2.57E-05	2.57E-05	0	0	0	0	0.000179893	0	2.57E-05	0	0	0	0	2.57E-05	0	7.71E-05	0
OTU_35	2.57E-05	0	7.71E-05	2.57E-05	0	0	2.57E-05	0	2.57E-05	5.14E-05	0	2.57E-05	0	0	5.14E-05	0	0	0	0	2.57E-05	2.57E-05	0	0	0	0	0	2.57E-05	0	0	0	0	0	0	0	2.57E-05	2.57E-05	2.57E-05	2.57E-05	2.57E-05	2.57E-05	0	0	7.71E-05	0	0	0	0	0.000102796	2.57E-05	2.57E-05	0	0	0	0	0	2.57E-05	0	0	0	0	0	2.57E-05	0	0	2.57E-05	0	0	0	0	2.57E-05	0	0	0	0	0	2.57E-05	0	0	2.57E-05	0	5.14E-05	0
OTU_36	2.57E-05	0	0	2.57E-05	0	0	0	0.000102796	2.57E-05	2.57E-05	0	5.14E-05	0	0	5.14E-05	0	0	2.57E-05	5.14E-05	0	0	0	0	2.57E-05	0	0	2.57E-05	0.000102796	0	0	2.57E-05	2.57E-05	5.14E-05	0	0	0	5.14E-05	7.71E-05	7.71E-05	0.000154194	5.14E-05	0	2.57E-05	0	0	0	2.57E-05	0.000154194	0.000128495	0	0	5.14E-05	0	0	2.57E-05	0.000102796	0	0.000128495	0	0	2.57E-05	0	0	5.14E-05	2.57E-05	7.71E-05	0	0	0	5.14E-05	0	2.57E-05	5.14E-05	2.57E-05	0	0	0	0	0.000128495	2.57E-05	7.71E-05	5.14E-05
OTU_37	0	0	0	2.57E-05	0	2.57E-05	0	0	0	0	5.14E-05	0.000205592	0	2.57E-05	2.57E-05	0	0	2.57E-05	5.14E-05	0	0	0	0	0	0	0	5.14E-05	0	0	0	0	0	0	0	0	0	0	0	0	5.14E-05	0	0	0	0	0	2.57E-05	2.57E-05	5.14E-05	0	0	0	0	0	0	0	2.57E-05	0	0	7.71E-05	0	5.14E-05	0.000102796	0	0	0	0	0	0	0	0	0	0	0	5.14E-05	0	2.57E-05	0	0	7.71E-05	7.71E-05	0.000128495	0
OTU_39	0	0	0	0	0	0	0	0	2.57E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.57E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.14E-05	0
OTU_41	0	0	7.71E-05	2.57E-05	0	0	7.71E-05	0	2.57E-05	2.57E-05	0	0	0	0	0	0	0	0	0	2.57E-05	0	0	0	2.57E-05	2.57E-05	2.57E-05	0	5.14E-05	0	0	0	0	5.14E-05	0	0	5.14E-05	0	0	2.57E-05	0	0	2.57E-05	2.57E-05	2.57E-05	0	0	2.57E-05	0	0.000128495	0	0	2.57E-05	2.57E-05	0	2.57E-05	0	0	5.14E-05	0	0	0	5.14E-05	0	0	0	0	0	0	0	0	0	2.57E-05	0	0	0	0	2.57E-05	0	0	0	0.000102796	0
OTU_42	2.57E-05	0	2.57E-05	0	0	0	0	0	0	2.57E-05	2.57E-05	0	0	0	0	7.71E-05	0	0	0	0	0	0	0	0	0	0	2.57E-05	2.57E-05	0	0	0	0	0	0	0	2.57E-05	0	0	2.57E-05	2.57E-05	0	0	0	0	0	0	0	0	2.57E-05	0	0	0	0	0	0	0	0	0	0	0	2.57E-05	0	0	0	0	0	0	2.57E-05	2.57E-05	0	0	0	0	0	2.57E-05	2.57E-05	0	0	0	2.57E-05	5.14E-05	2.57E-05
OTU_45	2.57E-05	2.57E-05	7.71E-05	0	5.14E-05	0	2.57E-05	0	2.57E-05	0	0	5.14E-05	0	0	0	0	0	7.71E-05	2.57E-05	0	5.14E-05	0	0	0	0	0	2.57E-05	0	5.14E-05	0	0	0	0	0	0	7.71E-05	7.71E-05	5.14E-05	7.71E-05	2.57E-05	0	0	0	0	0	0	2.57E-05	5.14E-05	0.000102796	0	0	0	0	2.57E-05	0	2.57E-05	0	0	2.57E-05	2.57E-05	5.14E-05	2.57E-05	0	2.57E-05	0	0	2.57E-05	0	0	0	0	0	0	2.57E-05	0	0	7.71E-05	0	2.57E-05	0	0	0
OTU_46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.14E-05	0	0	0	0	0	0	0	0	0	2.57E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.57E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_47	0	0	0	7.71E-05	0	0	0	0	0	0	0	2.57E-05	2.57E-05	0	5.14E-05	5.14E-05	0	0	0	2.57E-05	0	0	0	0	2.57E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.14E-05	0	0	0	2.57E-05	5.14E-05	0	0	0	0	0	0	7.71E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.57E-05	0	0.000308388	2.57E-05	5.14E-05	2.57E-05
OTU_49	5.14E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.57E-05	0	0	0	0	0	0	0	2.57E-05	0	2.57E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.14E-05	0	0	0	2.57E-05	0
OTU_50	0	0	0	2.57E-05	0	0	2.57E-05	0	2.57E-05	0	5.14E-05	0.000179893	0	0.000102796	0	0	0	7.71E-05	5.14E-05	0	0	2.57E-05	7.71E-05	0	0	0	5.14E-05	0	0	0	0	5.14E-05	0	0	0	7.71E-05	0	0	0	2.57E-05	0	0	0.000179893	0	0	0	0.00025699	0	5.14E-05	0	0	0	0	0	5.14E-05	2.57E-05	0	0.000154194	0	0	2.57E-05	0	0	0	0	0	0	0	0	0	0	5.14E-05	0	0	0	2.57E-05	7.71E-05	0	0.000102796	5.14E-05	7.71E-05	0
OTU_51	0	0	2.57E-05	0	0	0	0	0	0	2.57E-05	0	2.57E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	2.57E-05	0	0	0	0	0	0	0	0	0	2.57E-05	0	0	0	0	0	0	0	2.57E-05	0	0	5.14E-05	2.57E-05	0.000102796	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.14E-05	0	0	0	0	0	0	0	0	0	2.57E-05	0	0	0	0	0	2.57E-05	0
OTU_53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.57E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.14E-05	0	0	0	0	0	0	0	0	2.57E-05	0
OTU_54	0	0	0	0	0	0	5.14E-05	0	0	2.57E-05	0	0	0	2.57E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.57E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000102796	2.57E-05	0	0
OTU_57	0	0	2.57E-05	2.57E-05	0	0	0	0	5.14E-05	0	2.57E-05	0	0	0	5.14E-05	0	0	0	0	0	0	2.57E-05	0	2.57E-05	0	0	0	0.000128495	0	0	0	0	0	0	0	0	0	0	0	2.57E-05	0	0	0	0	0	0	2.57E-05	0	0	0	0	0	5.14E-05	0	2.57E-05	0	2.57E-05	7.71E-05	0	0	2.57E-05	5.14E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	5.14E-05	0	0	0	0	0	0
OTU_61	2.57E-05	0	0	5.14E-05	0	0	0	0	0	2.57E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.57E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.14E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_63	0	0	0	0	0	0	5.14E-05	0	0	5.14E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.57E-05	0	0	0	0	0	0	0	5.14E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_65	0	0	2.57E-05	0	0	0	5.14E-05	5.14E-05	0.000154194	2.57E-05	2.57E-05	0.001105058	0	2.57E-05	0.000102796	0.000154194	0	0.000102796	0.000154194	0.000231291	0	0	0.000179893	0	0	0	0	5.14E-05	2.57E-05	0	0	5.14E-05	0	0	0	0	0	0	0	2.57E-05	0	0	0	0	0	0	7.71E-05	0.000205592	0	0	2.57E-05	0	0	0	0	0	0	5.14E-05	0	0	0	7.71E-05	0	0	0	7.71E-05	0	0	0	5.14E-05	7.71E-05	0	0	7.71E-05	0	5.14E-05	2.57E-05	0	0	7.71E-05	0	2.57E-05
OTU_66	0	0	0	2.57E-05	0	0	0	0	2.57E-05	0	0	0	0	0	0	0	0	0	2.57E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.57E-05	5.14E-05	0	0	0	0	0	0	0	0	0	0	0	0	2.57E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.57E-05	0	2.57E-05
OTU_67	0	0	2.57E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.14E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_68	0	2.57E-05	0	0	2.57E-05	0	0	0	0	0	0	2.57E-05	2.57E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	2.57E-05	2.57E-05	0	0	0	0	0	0	0	0	0	2.57E-05	2.57E-05	0	0	0	0	0	0	7.71E-05	5.14E-05	2.57E-05	5.14E-05	0	2.57E-05	0	0	0	0	2.57E-05	2.57E-05	0	0	0	2.57E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.14E-05	0	0	0.000102796	0
OTU_69	0	0	0	2.57E-05	0	0	0	0	0	0	0	0	0	0	5.14E-05	0	0	2.57E-05	0.000102796	5.14E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.57E-05	0	0	0	0	2.57E-05	0	2.57E-05	0	0	0	0	5.14E-05	7.71E-05	0	0	0	0	0	0	5.14E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.57E-05	0
OTU_70	0	0	0	0	0	0	0	0	2.57E-05	0	0	0	0	0	0	0	0	0	0	0	2.57E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.57E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.71E-05	0	0	0
OTU_71	0	7.71E-05	0.000179893	0.000102796	0	0	2.57E-05	7.71E-05	0	0.000231291	0	0	2.57E-05	0	0	0	0	2.57E-05	2.57E-05	0	0.00025699	0	0	0	0	0	0.000308388	0	0	0	0	2.57E-05	0.000128495	2.57E-05	7.71E-05	2.57E-05	7.71E-05	0.000411184	0	0.000231291	0	2.57E-05	0.000102796	0	0	0.000102796	0.000231291	2.57E-05	5.14E-05	2.57E-05	0.000154194	0.000231291	7.71E-05	0.000231291	5.14E-05	0.000308388	0	0.000179893	0.000102796	0	0.000128495	0	2.57E-05	5.14E-05	5.14E-05	0.000102796	0	0	0	0	0	0	0	2.57E-05	0	0	0	0	0	0	2.57E-05	0
OTU_73	0	2.57E-05	0.000308388	0.000334087	2.57E-05	5.14E-05	0.000231291	0.000102796	2.57E-05	0.000154194	0	2.57E-05	5.14E-05	0	5.14E-05	0	0	0.000179893	0.000179893	7.71E-05	2.57E-05	0	0	2.57E-05	7.71E-05	2.57E-05	0.000179893	2.57E-05	7.71E-05	2.57E-05	2.57E-05	0	0.000102796	0	2.57E-05	5.14E-05	0.000334087	0.000102796	0.000154194	0.000436883	0.000154194	2.57E-05	0.00025699	2.57E-05	0	7.71E-05	7.71E-05	0.000154194	0.00025699	7.71E-05	0	0.000128495	0.000102796	0	0	0.000205592	0	0.000359786	2.57E-05	0	0.000308388	0.00025699	7.71E-05	2.57E-05	7.71E-05	5.14E-05	0	0.000154194	2.57E-05	5.14E-05	0	2.57E-05	5.14E-05	0.000154194	0.000282689	0.000102796	2.57E-05	5.14E-05	7.71E-05	5.14E-05	7.71E-05	0.000385485
OTU_76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.57E-05	0	0	0	0	0	7.71E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_78	2.57E-05	0	0	0	0	0	0	0	0	5.14E-05	2.57E-05	0	0	0	0	2.57E-05	0	0	0	2.57E-05	0	0	0	0	0	0	2.57E-05	0	0	0	0	0	2.57E-05	0	0	2.57E-05	2.57E-05	0	0	7.71E-05	0	0	0	0	0	0	2.57E-05	0	0	0	0	2.57E-05	0.000154194	0	0	0	0	2.57E-05	0	0	2.57E-05	0.000102796	2.57E-05	0	0	0	0	0	0	0	7.71E-05	5.14E-05	2.57E-05	0	0	5.14E-05	7.71E-05	0	0	0	2.57E-05	7.71E-05
OTU_79	0	0	0	0	0	0	0	0	0	0	0	0	0	5.14E-05	5.14E-05	0	0	7.71E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.57E-05	0	0	2.57E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.57E-05	0	0	2.57E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.71E-05	0
OTU_81	2.57E-05	0	7.71E-05	0	0	0	0	0	0	5.14E-05	0	0	0	0	0	0	0	2.57E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.57E-05	5.14E-05	2.57E-05	0	0	0	0	0	0	0	0	2.57E-05	0	0	0	0	0	0	2.57E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.57E-05	0
OTU_82	0	0	0	0	0	0	0	0	2.57E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.57E-05	0	0	0	0	0	0	2.57E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
