otuId	RJ.101	RJ.103	RJ.112	RJ.113	RJ.14	RJ.16	RJ.21	RJ.24	RJ.243	RJ.245	RJ.246	RJ.247	RJ.24G	RJ.25	RJ.252	RJ.253	RJ.260	RJ.27	RJ.313	RJ.36	RJ.4	RJ.416	RJ.418	RJ.419	RJ.41B	RJ.41D	RJ.42	RJ.420	RJ.424	RJ.488	RJ.50	RJ.512	RJ.513	RJ.514	RJ.517	RJ.524	RJ.526	RJ.527	RJ.534	RJ.542	RJ.55	RJ.558	RJ.56	RJ.563	RJ.565	RJ.566	RJ.567	RJ.569C	RJ.569Z	RJ.57	RJ.570	RJ.571	RJ.575	RJ.577	RJ.578	RJ.579	RJ.58	RJ.59	RJ.6	RJ.60	RJ.600	RJ.61	RJ.67	RJ.69	RJ.72	RJ.74	RJ.76	RJ.79	RJ.82	RJ.87	RJ.88	RJ.9	RJ.90	RJ.91	RJ.93	RJ.94	RJ.B001	RJ.B002	RJ.B003	RJ.B583	RJ.B585	RJ.B585T
OTU_35622	0	0	0	0	0	0	0	0	0	0	0	0	0	2.57E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.57E-05	0	0	0	0	0	0	0	0	0	0	0	0	2.57E-05	0	0	0	0	0	0	2.57E-05	0	0	0	0	0	0	0	0	0	0	0	5.14E-05	0	0	2.57E-05
OTU_35626	2.57E-05	0	2.57E-05	0	0.000462582	0.000128495	0	0.000334087	0	5.14E-05	0	0	0.000231291	0.000282689	0	0	0	0.000102796	0	0.000205592	0	0	0	2.57E-05	0.000282689	2.57E-05	0.000128495	2.57E-05	0	0.000308388	5.14E-05	7.71E-05	5.14E-05	0.000308388	0.000154194	7.71E-05	0	0.000231291	0.000154194	0.000179893	0.000334087	0.000128495	0.000231291	7.71E-05	0.000436883	0.000128495	0.000565378	0.000102796	0.000668174	2.57E-05	0.00025699	2.57E-05	0.000128495	0.000205592	0.000565378	0.00051398	0.000385485	0.000154194	2.57E-05	2.57E-05	5.14E-05	0.000411184	0.000488281	2.57E-05	5.14E-05	7.71E-05	0	2.57E-05	0	0.000436883	0.000102796	2.57E-05	0	2.57E-05	0	7.71E-05	0.000179893	0	0.000205592	5.14E-05	0.000231291	0.000616776
OTU_35629	0	0	0	0	2.57E-05	2.57E-05	0	2.57E-05	2.57E-05	0	0	0	0	7.71E-05	0	0	0	0	0	0	0	0	0	5.14E-05	0	0	0	0.000154194	2.57E-05	2.57E-05	0	5.14E-05	5.14E-05	0	0	5.14E-05	0	0	0.000128495	5.14E-05	0	0	0.000436883	0	2.57E-05	5.14E-05	2.57E-05	0	5.14E-05	2.57E-05	0	5.14E-05	0.000128495	2.57E-05	2.57E-05	5.14E-05	0	0	0	0	0	0	0	0	0	2.57E-05	5.14E-05	0	0	0.00025699	0	0	2.57E-05	2.57E-05	2.57E-05	2.57E-05	2.57E-05	0	2.57E-05	0	2.57E-05	5.14E-05
OTU_35634	2.57E-05	7.71E-05	2.57E-05	2.57E-05	0.000179893	0.000128495	0	0.000102796	5.14E-05	5.14E-05	2.57E-05	7.71E-05	0.000359786	0.000231291	0.000154194	2.57E-05	0.000102796	0.000436883	0.00025699	0.00025699	0	0	0.001413446	0.001464844	2.57E-05	5.14E-05	0.000128495	0.000411184	0.000308388	0.000411184	0.000719572	0.000128495	0.000488281	0.000308388	0.000308388	0.000591077	0.000179893	0.000102796	0.000282689	0.000411184	0.000334087	0.000488281	0.000616776	0.00077097	0.00051398	0.000411184	0.000334087	2.57E-05	0.000642475	0.001130757	0.000128495	0.000282689	0.000462582	0.000308388	0.000205592	0.00025699	0.000308388	0.000205592	5.14E-05	0.000205592	0.000359786	0.000128495	0.000179893	0.000231291	0.000462582	0.000308388	0.000231291	0.00051398	0.000128495	7.71E-05	0.000205592	0.000334087	0.000102796	0.000231291	0	0.000205592	0.000231291	0.000436883	0.000154194	0.000359786	0.000102796	0.000128495
OTU_35652	0	0	0	0	0	0	0	0	0	0	2.57E-05	0	0	0	0	0	0	0	2.57E-05	0	2.57E-05	0	0	0	0	0	0	0	2.57E-05	5.14E-05	0	0	0	0	5.14E-05	0	0	0	0	0	0	0	0	0	0	2.57E-05	0	0	0	0	0	5.14E-05	0	0	0	5.14E-05	2.57E-05	0	0	0	0	5.14E-05	0	0	0	2.57E-05	0	0	0	0	0	0	0	0	0	0	0	0	2.57E-05	0	0	0
OTU_35654	0	0	0	0	0.000102796	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000102796	0	0	0	2.57E-05	0	0	5.14E-05	2.57E-05	0	0	0	0	0	7.71E-05	0	0	0	0	0	0.000334087	0	0	0	2.57E-05	0	0	0	0	2.57E-05	0	0	0.000154194	0	0	0	0.000205592	0	0	0	0	0	0	0	0	2.57E-05	0	0	0	0	0	0	0	0	0	0
OTU_35660	0	0	0	0	2.57E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.71E-05	0	0	0	2.57E-05	2.57E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.57E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.57E-05	5.14E-05	0	0	5.14E-05	0	0	2.57E-05	0	0	0	7.71E-05	0	0	0	0	2.57E-05
OTU_35661	5.14E-05	2.57E-05	0	0.000154194	0.000102796	5.14E-05	0	7.71E-05	0	0	0	5.14E-05	0.000102796	0.000231291	0	2.57E-05	2.57E-05	2.57E-05	0	0.000154194	0	0	0	0.000205592	0.000179893	0.000179893	0	0.000385485	7.71E-05	0	0.000231291	5.14E-05	0.000102796	0	0	0.000179893	0	2.57E-05	2.57E-05	2.57E-05	2.57E-05	2.57E-05	0.000154194	0	5.14E-05	5.14E-05	2.57E-05	2.57E-05	0.000128495	0.000128495	0	0	0.000102796	2.57E-05	0.000179893	0.000231291	2.57E-05	2.57E-05	0	7.71E-05	2.57E-05	5.14E-05	0	0	0.000179893	0.000179893	0.000205592	7.71E-05	0.000308388	0.000128495	5.14E-05	2.57E-05	2.57E-05	2.57E-05	7.71E-05	5.14E-05	5.14E-05	5.14E-05	0.000308388	0.000102796	0.000179893	0.000179893
OTU_35676	0	0	0	2.57E-05	2.57E-05	0	0	0	0	0	0	0	2.57E-05	2.57E-05	0	0	0	2.57E-05	0	5.14E-05	0	0	0	0	0	0	2.57E-05	2.57E-05	2.57E-05	0	0	0	0	0	0	0	0	0	0	2.57E-05	0	0	0	0	0	0	0	0	0	5.14E-05	5.14E-05	0	0	0	0	0	0	0	0	2.57E-05	0	0	0	0	0	0	0	0	0	5.14E-05	0	0	0	0	0	5.14E-05	0	2.57E-05	0	0	0	0
OTU_35678	0	0	0	0	0	0	0	0	0	0	0	0	5.14E-05	2.57E-05	0	0	0	0	0	0	0	0	0	5.14E-05	5.14E-05	0	0	2.57E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.57E-05	0	0	0	0	0	0	0	2.57E-05	0	0	0	0	0	0	0	0	5.14E-05	2.57E-05	0	0	2.57E-05	0	0	0	0	0	0	0	0	0	0	0	0
OTU_35680	0	0	0	0	0	0	0	0	0	0	0	0	2.57E-05	0	0	0	0	0	0	2.57E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.57E-05	0	0	2.57E-05	0	0	5.14E-05	7.71E-05	2.57E-05	2.57E-05	2.57E-05	2.57E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.57E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	2.57E-05
OTU_35683	0	0	0	0	2.57E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.71E-05	0	0	0	2.57E-05	0	0	2.57E-05	0	0	0	0	0	0	0	0	0	0	0	2.57E-05	0	0	0	2.57E-05	0	0	0	0	0	0	0	2.57E-05	0	0	0	0	0	0	2.57E-05	0	0	0	0	2.57E-05	2.57E-05	0	0	0	2.57E-05	0	0	0	0	2.57E-05	0	0	0	0	0
OTU_35689	5.14E-05	5.14E-05	2.57E-05	2.57E-05	0	0	2.57E-05	0	0	5.14E-05	5.14E-05	0	0	0	0.000102796	2.57E-05	5.14E-05	0	2.57E-05	0	0	2.57E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.14E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.57E-05	0	0	0	0	0	0	0	5.14E-05	2.57E-05	0.000102796	0	0	0	0	0	0
OTU_35697	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.57E-05	0	0	2.57E-05	0	5.14E-05	5.14E-05	2.57E-05	0	0	0	0	0	2.57E-05	0	2.57E-05	0	0	2.57E-05	0	0	0	0	2.57E-05	2.57E-05	0	0	0	2.57E-05	0	0	0	0	0	0	2.57E-05	0	0	0	0	0	0	0	5.14E-05	7.71E-05	0	0	2.57E-05	2.57E-05	0	0	0	0	2.57E-05	0	0	0	0
OTU_35700	0	0	0	0	2.57E-05	0	0	0	0	0	0	0	0	0	0	0	0	2.57E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.57E-05	0	0	0	2.57E-05	0	2.57E-05	0	0	0	5.14E-05	2.57E-05	0	0	2.57E-05	0	0	0	0	0	2.57E-05	0	2.57E-05	0	0	0	0	0	0	0	0	0	0	0	2.57E-05	0	0	0	0	0	0	0
OTU_35711	0	7.71E-05	0	0	0	0.000102796	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.57E-05	2.57E-05	0	5.14E-05	0	5.14E-05	0	2.57E-05	0	0	2.57E-05	7.71E-05	0	7.71E-05	2.57E-05	2.57E-05	0	0	0	0	7.71E-05	0	0	0	0	0	0	0	0	0	0	0	0	2.57E-05	0	0	0	0	5.14E-05	0	0	0	0	0	0	0	0	2.57E-05	0	0	0	0
OTU_35713	0	0	0	0	0	2.57E-05	0	0	0	0	0	0	0	5.14E-05	0	0	0	2.57E-05	0	0	0	0	0	0	2.57E-05	0	0	0	0	0	0	0	0	0	0	2.57E-05	0	0	0	0	0	2.57E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.57E-05	0	2.57E-05	0	0	0	0	0	0	0	2.57E-05	0	0	0	0	0	0	0	0	0	5.14E-05	0	2.57E-05	0
OTU_35726	0	2.57E-05	0.000231291	0	0	0.000154194	0	0	5.14E-05	0.000179893	0	0	0	5.14E-05	2.57E-05	2.57E-05	0	0	0	0	0	7.71E-05	2.57E-05	0	0	0	0	0	5.14E-05	0	0	2.57E-05	0	0	0	0.000102796	0	0	0.000231291	0	2.57E-05	0	0	0	0	0.000102796	0	0	2.57E-05	0	2.57E-05	0	5.14E-05	0	2.57E-05	7.71E-05	0	0	0.000102796	0	2.57E-05	2.57E-05	0	0.000102796	0	0	0	0	2.57E-05	0	0	2.57E-05	0	0.000154194	2.57E-05	0	0	0	0.000128495	0	0	0
OTU_35737	0	0	0	0	2.57E-05	0	2.57E-05	0	0	2.57E-05	2.57E-05	0	0	2.57E-05	0	0	0	2.57E-05	2.57E-05	5.14E-05	0.000128495	0	0	2.57E-05	0	0	5.14E-05	0	2.57E-05	0.000205592	0	0	2.57E-05	0	7.71E-05	2.57E-05	2.57E-05	2.57E-05	0	2.57E-05	0.000205592	0	0	2.57E-05	2.57E-05	0	5.14E-05	7.71E-05	0	5.14E-05	0	2.57E-05	0	0	0	2.57E-05	7.71E-05	0	0	2.57E-05	0	5.14E-05	5.14E-05	2.57E-05	0	0	0	0	0	2.57E-05	0	0	0	2.57E-05	5.14E-05	2.57E-05	7.71E-05	7.71E-05	5.14E-05	2.57E-05	0	0
OTU_35738	0	0	0	2.57E-05	2.57E-05	2.57E-05	0	2.57E-05	0	0	0	0	0.000102796	0	0	0	2.57E-05	0.000179893	2.57E-05	0.000102796	0	0	0	0	0	0	2.57E-05	0	2.57E-05	0	0.000102796	0	7.71E-05	0	0.000102796	0	2.57E-05	2.57E-05	7.71E-05	7.71E-05	5.14E-05	5.14E-05	2.57E-05	5.14E-05	0	0	2.57E-05	0	2.57E-05	0.000179893	0	0.000128495	5.14E-05	0	2.57E-05	0	2.57E-05	5.14E-05	2.57E-05	2.57E-05	2.57E-05	5.14E-05	2.57E-05	2.57E-05	0.000231291	0	0.000128495	0	0	2.57E-05	2.57E-05	0	5.14E-05	0	0	0	2.57E-05	0	0	0	0	0
OTU_35740	0	0	0	0	0.000231291	0	0	7.71E-05	2.57E-05	0	0	0	5.14E-05	0	0	0	0	2.57E-05	0	0	0	0	0	0	0.000102796	0	0	0	0	5.14E-05	0	0	2.57E-05	0	0	0	0	5.14E-05	2.57E-05	0	0.000102796	0	0.000282689	2.57E-05	5.14E-05	7.71E-05	0.000102796	7.71E-05	2.57E-05	2.57E-05	5.14E-05	0	0	5.14E-05	0.000128495	2.57E-05	0	0	0	2.57E-05	0	7.71E-05	0	0	0	2.57E-05	5.14E-05	2.57E-05	2.57E-05	0.000308388	0	2.57E-05	0	0.000488281	0	7.71E-05	2.57E-05	0	0	0	0.000154194	0.000102796
OTU_35748	0	0	0	0	0.000616776	7.71E-05	0	0.00025699	0	0	0	0	0.00051398	0.000462582	0	0	0	0	0	0.000282689	2.57E-05	0	2.57E-05	5.14E-05	0.000642475	5.14E-05	0.000102796	7.71E-05	0	0.000282689	0.000179893	0.000128495	7.71E-05	5.14E-05	0.000154194	0.000231291	2.57E-05	0.000205592	0.000102796	0.000128495	7.71E-05	0.000128495	0.00025699	5.14E-05	0.000154194	0.000179893	0.000616776	0	0.000359786	0.000102796	5.14E-05	0.000128495	0.000179893	7.71E-05	0.000308388	0.000179893	0.000102796	0.000102796	0.00025699	0.000154194	7.71E-05	0.00025699	0.00025699	0.000154194	5.14E-05	0	0	0	0.000154194	0.000411184	5.14E-05	0	0	0.000102796	2.57E-05	2.57E-05	2.57E-05	0	0.000128495	0.000102796	0.00025699	0.00025699
OTU_35757	0	0	0	0	0	0	0	0	0	0	0	2.57E-05	0	0	0	0	0	0	0	0	0.000102796	0	0	2.57E-05	2.57E-05	0	0	0	0	0	0	0	0	0	2.57E-05	0	2.57E-05	0	0	0	0	2.57E-05	2.57E-05	2.57E-05	0	2.57E-05	0	5.14E-05	0	2.57E-05	0	0	0	0	0	0	5.14E-05	0	0	0	0	0	0	2.57E-05	2.57E-05	0	0	2.57E-05	0	0	2.57E-05	2.57E-05	0	0	0	0	0	0.000102796	0	0	0	0
OTU_35767	0	0	0	0	0	0	0	2.57E-05	0	0	0	0	2.57E-05	2.57E-05	0	0	0	0	0	0	0	5.14E-05	0	5.14E-05	0	2.57E-05	0	0	0	0	0	2.57E-05	0	0	0	2.57E-05	0	0	0	0	0	2.57E-05	2.57E-05	2.57E-05	0	0	0	0	2.57E-05	0	0	0	2.57E-05	0	0	0	0	0	0	0	7.71E-05	0	0	0	0	0	0	2.57E-05	0	0	0	0	0	7.71E-05	2.57E-05	2.57E-05	0	0	2.57E-05	5.14E-05	0	0
OTU_35771	0	0	0	0	2.57E-05	0	0	2.57E-05	0	0	0	0	0	0	0	0	0	2.57E-05	0	0	2.57E-05	0	0	0	0	0	2.57E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.57E-05	0	0	0	0	0	0	0	0	5.14E-05	0	2.57E-05	0	5.14E-05	0	0	2.57E-05	0	0	2.57E-05	0	0	2.57E-05	2.57E-05	0	0	0	0	5.14E-05	0	0	2.57E-05	0	0	0
OTU_35773	2.57E-05	0	0	2.57E-05	2.57E-05	0	0	0	0	0	0	0	5.14E-05	0.000359786	2.57E-05	0	2.57E-05	0.000179893	0	2.57E-05	0	2.57E-05	0	0	0.000205592	0	2.57E-05	0	2.57E-05	0	0	0	0	0	0	5.14E-05	0	0	2.57E-05	0	0	0	5.14E-05	2.57E-05	0.000128495	0	0	0	0	0	0	0	2.57E-05	2.57E-05	0	2.57E-05	5.14E-05	0	0	0	0	0	0	0	0	0	5.14E-05	5.14E-05	0	0.000282689	7.71E-05	0	5.14E-05	0.000154194	5.14E-05	0.000154194	0	0	0.000179893	0	7.71E-05	0.000308388
OTU_35782	0	2.57E-05	2.57E-05	2.57E-05	2.57E-05	0	0	0	0	0	0	0	2.57E-05	7.71E-05	0	0	0	5.14E-05	5.14E-05	0	0	0	0	0	0	0	0	5.14E-05	0	0	0	0	0	0	0	0	0	0	2.57E-05	7.71E-05	0	0	0	0	0	0	5.14E-05	0	7.71E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.57E-05	2.57E-05	0	0	0	2.57E-05	5.14E-05	0	0	0	5.14E-05	0	0	0	0	2.57E-05	0	7.71E-05	2.57E-05
OTU_35783	0	0	0	0	0.000359786	0	0	0	0	0	0	0	0.000128495	5.14E-05	0	0	0	0	0	0	0	0	2.57E-05	0.00105366	0	2.57E-05	0	0	0	0	0	0	0	0	0	0	0	0	0.000102796	5.14E-05	2.57E-05	0	0	0	0	0	0	0	2.57E-05	0	0	0	0	2.57E-05	0	0	0	2.57E-05	0	5.14E-05	0	2.57E-05	0	0	0	0	0	2.57E-05	0	0.000179893	0	0	5.14E-05	0	0	0	0	0	0	0	5.14E-05	0.000693873
OTU_35786	0	0	0	0	0	2.57E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	2.57E-05	0	0	0	5.14E-05	7.71E-05	2.57E-05	0	0	0	2.57E-05	0	0.000102796	0	5.14E-05	2.57E-05	0	2.57E-05	2.57E-05	5.14E-05	0	5.14E-05	0	2.57E-05	0	0	5.14E-05	0	2.57E-05	0	2.57E-05	0	0	5.14E-05	0	0	0	7.71E-05	7.71E-05	2.57E-05	0	2.57E-05	0	2.57E-05	2.57E-05	2.57E-05	0	0	0	0	0	5.14E-05	0	0	0	0	0	0	0	0	0	0	0
OTU_35802	0	0	2.57E-05	0	5.14E-05	2.57E-05	0	2.57E-05	0	2.57E-05	0	0	0	5.14E-05	0	0	0	0.000128495	2.57E-05	5.14E-05	0.000102796	0	0	2.57E-05	0	0	2.57E-05	7.71E-05	5.14E-05	2.57E-05	0	0	5.14E-05	0.000179893	2.57E-05	0.000102796	2.57E-05	2.57E-05	0.000128495	5.14E-05	5.14E-05	0	0	2.57E-05	0	0	2.57E-05	0	0	2.57E-05	7.71E-05	0	5.14E-05	2.57E-05	2.57E-05	5.14E-05	0	2.57E-05	2.57E-05	0	2.57E-05	0	2.57E-05	7.71E-05	0.000231291	0	0	0	5.14E-05	0	0.000154194	0.000102796	0	0	0	0	0.000102796	0.000205592	0.000179893	0.000102796	5.14E-05	5.14E-05
OTU_35803	0	0	0	0	5.14E-05	0	0	0	0	0	0	0	2.57E-05	2.57E-05	0	0	0	5.14E-05	0	0	0	0	0	0	0.000154194	0	7.71E-05	2.57E-05	0	0	0	0	2.57E-05	0	0	0	0	5.14E-05	0	0	2.57E-05	5.14E-05	7.71E-05	0	0	0	0	0	2.57E-05	2.57E-05	0	0	0	0	0	0	0	0	0	0	0	5.14E-05	0	0	0	0	0	2.57E-05	0	0	0	0	2.57E-05	0	0	0	0	0	2.57E-05	0	0	0
OTU_35815	0	0	0	0	2.57E-05	0	0	0	0	0	0	2.57E-05	0	0	0	0	2.57E-05	2.57E-05	0	0	0	0	0	0	2.57E-05	0	2.57E-05	5.14E-05	2.57E-05	0.000102796	0	0.000102796	0	0	0	2.57E-05	0	0	2.57E-05	0	0	0	2.57E-05	0	0	2.57E-05	5.14E-05	0	0	0	0	0	2.57E-05	0	2.57E-05	0	0	2.57E-05	0	2.57E-05	0	2.57E-05	2.57E-05	0	0	5.14E-05	0	2.57E-05	0	2.57E-05	2.57E-05	2.57E-05	0	0	0	5.14E-05	2.57E-05	0	0	0	5.14E-05	2.57E-05
OTU_35819	0	0	5.14E-05	0	0.000231291	0.000154194	0	0	0	0	0	0	0	2.57E-05	0	0	0	0	0	0	0	0	0	0	2.57E-05	2.57E-05	0	0	5.14E-05	0	2.57E-05	0	0	5.14E-05	0	0	2.57E-05	2.57E-05	5.14E-05	2.57E-05	0	5.14E-05	2.57E-05	0	0	0	2.57E-05	5.14E-05	0	0	2.57E-05	0	0	2.57E-05	0	0	0	5.14E-05	0.000128495	0	7.71E-05	0	0	2.57E-05	0	0	2.57E-05	2.57E-05	0	0	0.000128495	0	2.57E-05	5.14E-05	0	0	0	0	0	0.000179893	0.000154194	0.000128495
OTU_35822	0	0	0	0	0.00025699	0	0	0	0	0	0	0	0	0.000128495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.57E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.14E-05	5.14E-05	0	0	0	0	0	0	0	0	2.57E-05	2.57E-05	0	0	0	0	0	0	0	0	0	2.57E-05	0	0	5.14E-05	0	0	2.57E-05	0	2.57E-05	0	2.57E-05	0	5.14E-05	0	7.71E-05	7.71E-05
OTU_35823	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000128495	0	0	0	2.57E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.57E-05	0	0	0	0	2.57E-05	0	0	0	0	0	0	0	5.14E-05	0	0	0	0	0	0	0	0.000128495	0.000102796	0	0	0	0	5.14E-05	0	0	0	2.57E-05	0	0	0	0	0	0	0	0	0	0	0	0	2.57E-05	2.57E-05	5.14E-05	0.000154194	0.000205592
OTU_35830	0	0	2.57E-05	2.57E-05	0.000282689	0.000179893	0	5.14E-05	2.57E-05	0	0	0	0.000282689	0.000385485	0	0	0	0.000102796	0	0.000102796	0	0	2.57E-05	5.14E-05	0.000179893	0	5.14E-05	0.000179893	0.000128495	0.000231291	7.71E-05	5.14E-05	0.000282689	7.71E-05	5.14E-05	0.000128495	0	0.000359786	0.000154194	2.57E-05	7.71E-05	0	2.57E-05	0.000128495	2.57E-05	0.000102796	0.000128495	7.71E-05	0.000179893	0.000102796	0	7.71E-05	0.000154194	5.14E-05	0.000102796	5.14E-05	0.000102796	7.71E-05	0.000179893	7.71E-05	0.000231291	7.71E-05	0.000102796	2.57E-05	5.14E-05	5.14E-05	0.000128495	0.000154194	0	0.000308388	0.000128495	0.000128495	7.71E-05	0.000282689	2.57E-05	5.14E-05	0.000102796	2.57E-05	0.000179893	5.14E-05	0.000154194	0.000128495
OTU_35831	0	0	0	0	0	2.57E-05	0	0	0	0	0	0	0	0	0	0	0	2.57E-05	0	0	0	0	0	2.57E-05	0	0	0	0	0	2.57E-05	2.57E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.14E-05	0	2.57E-05	0	0	0	2.57E-05	0	0	0	0.000102796	0	0	5.14E-05	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_35844	0	0	0	0	0	0	0	5.14E-05	0	0	0	0	7.71E-05	0	2.57E-05	0	0	0	0	0	0	0	0	7.71E-05	0	0	0	5.14E-05	0	0	0	0	0	0	0	2.57E-05	0	0	0	0	2.57E-05	0	5.14E-05	0	0	0	2.57E-05	0	2.57E-05	0	0	0	0	0	0	5.14E-05	0	0	0	0	0	0	0	0	0	2.57E-05	5.14E-05	7.71E-05	0	5.14E-05	0	0	0	0	0	0	0	0	0	0	0	0
OTU_35857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.57E-05	0	2.57E-05	0	0	0	0	0	0	2.57E-05	0	5.14E-05	5.14E-05	0	0	2.57E-05	2.57E-05	5.14E-05	0	0	0	0	0	0	0	0	0	2.57E-05	0	0	0	2.57E-05	0	0	5.14E-05	0	0	0	0	0	2.57E-05	5.14E-05	0	0	0	5.14E-05	0	5.14E-05	0	2.57E-05	0	0	0.000102796	0	0	0	0	0.000102796	0	0	0	0	0	2.57E-05	0	5.14E-05	0
OTU_35859	0	0.000128495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.57E-05	0	0	0	0	2.57E-05	0	0	0	0	0	2.57E-05	2.57E-05	0	0.000128495	0	0	0	0	0	0	5.14E-05	0	0	0	0	0	5.14E-05	0	0	0	0	0	0	0	0	2.57E-05	0	0	0	5.14E-05	0.000102796	0	0	0	2.57E-05	0	0	0	0	2.57E-05	0	0	0	0	0	0	0	0	0	0	0	5.14E-05	2.57E-05
OTU_35864	0	5.14E-05	0	0	7.71E-05	0	0	0	0	0	0	0	0.000102796	0	0	0	0	2.57E-05	0	0	0	0	0	0	2.57E-05	0	0	0.000102796	0	5.14E-05	0	0	0	0	0	2.57E-05	0	0	0	2.57E-05	0	0	0.000102796	0	7.71E-05	2.57E-05	0	0	0	0	0	0	0	0	0	2.57E-05	5.14E-05	0	0	0	0	0	0	0	0	0.000359786	2.57E-05	0.000205592	0.000334087	2.57E-05	0	5.14E-05	0.000154194	0	2.57E-05	2.57E-05	7.71E-05	0	5.14E-05	0	2.57E-05	0
OTU_35869	0	0	0	0	0	0	0	0.000102796	0	0	0	0	0	0	0	0	0	2.57E-05	2.57E-05	0	0	0	0	5.14E-05	0	0	0	0	5.14E-05	0	0	0	0	0	2.57E-05	0	0	0	0	0	0	0	0	2.57E-05	0	5.14E-05	2.57E-05	2.57E-05	2.57E-05	0	7.71E-05	0	0	0	2.57E-05	0	0	0	0	0	2.57E-05	2.57E-05	2.57E-05	2.57E-05	0	0	0	0	0	0	7.71E-05	2.57E-05	0	0	0	0	7.71E-05	2.57E-05	0	0	0	0
OTU_35870	0	0	5.14E-05	0	0	7.71E-05	0	0	0	2.57E-05	0	0	0	0	0	0	0	0	0	7.71E-05	5.14E-05	0	0	0	0	0	0	0	0	0	2.57E-05	5.14E-05	5.14E-05	0	0.000102796	0	2.57E-05	2.57E-05	2.57E-05	0	0.000102796	2.57E-05	0	5.14E-05	0	0	5.14E-05	0	2.57E-05	2.57E-05	2.57E-05	5.14E-05	7.71E-05	2.57E-05	0	0	0	2.57E-05	5.14E-05	0	5.14E-05	2.57E-05	5.14E-05	0	2.57E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.57E-05	2.57E-05	0
OTU_35871	0	0	0	0	0	2.57E-05	0	0	0	0	0	0	0	5.14E-05	0	0	0	0	0	5.14E-05	0	0	0	0	5.14E-05	0	0	0	0	0	0	0	0	0	0	2.57E-05	0	0	0	0	0	0	5.14E-05	0	0	0	0	2.57E-05	2.57E-05	0	0	0	0	0	0	5.14E-05	0	0	0	0	0	0.000102796	0	2.57E-05	0	0	5.14E-05	0	0	0	2.57E-05	0	0	0	0	0	0.000128495	0	7.71E-05	0	0.000102796	2.57E-05
OTU_35894	0	0	0	0	0	0	0	0.000231291	0	0	0	0	2.57E-05	0	0	0	0	0	0	0	2.57E-05	0	0	0	0	0	0	0	0	7.71E-05	0	7.71E-05	0.000154194	5.14E-05	7.71E-05	2.57E-05	2.57E-05	2.57E-05	2.57E-05	0	0.000231291	0	0	5.14E-05	0.000128495	5.14E-05	5.14E-05	0	0	2.57E-05	0	0	2.57E-05	0	5.14E-05	0	0.000102796	5.14E-05	5.14E-05	0	0	0	0.000205592	0	0	0	0	7.71E-05	0	0	0.000102796	0	2.57E-05	0	0	0	0	0	2.57E-05	5.14E-05	0	0
